lnexp_pc_month,hhsize,hhsize2,agehead,agehead2,north,central,rural,nevermarried,sharenoedu,shareread,nrooms,floor_cement,electricity,flushtoilet,soap,bed,bike,musicplayer,coffeetable,iron,dimbagarden,goats,dependratio,hfem,grassroof,mortarpestle,table,clock,ea,EA,hhwght,region,eatype,psu,strataid,lnzline,case_id
6.9008956,7,49,45,2025,1,0,1,0,0,.5,2,0,0,0,0,0,1,0,0,0,0,1,2.5,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002025
7.0643778,3,9,20,400,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,.5,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002051
6.8238506,6,36,34,1156,1,0,1,0,0,.5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002072
6.8947215,6,36,42,1764,1,0,1,0,0,.5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002079
6.4659886,6,36,29,841,1,0,1,0,.40000001,.5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002095
6.719943,3,9,24,576,1,0,1,0,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,.5,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002100
6.9493566,6,36,40,1600,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002117
7.8358798,2,4,19,361,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002145
6.9861164,5,25,28,784,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1.5,1,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002157
7.4393244,3,9,71,5041,1,0,1,0,0,.5,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002168
7.3497934,2,4,19,361,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002208
7.1721287,7,49,54,2916,1,0,1,0,0,.66666669,3,0,0,0,0,0,0,0,0,0,0,1,1.3333334,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002225
7.0731244,5,25,29,841,1,0,1,0,.25,.5,2,0,0,0,0,0,1,0,0,0,0,1,1.5,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002240
7.2971992,3,9,43,1849,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,.5,0,1,0,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002246
7.3250523,3,9,69,4761,1,0,1,0,.5,.66666669,2,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002252
6.905571,8,64,43,1849,1,0,1,0,.2857143,.66666669,5,1,0,0,0,1,1,0,0,1,1,0,3,0,0,1,1,1,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002270
6.1395617,5,25,25,625,1,0,1,0,.25,.5,2,0,0,0,0,0,0,0,0,0,0,1,1.5,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002288
7.4304471,5,25,94,8836,1,0,1,0,.25,.5,4,0,0,0,0,0,0,0,0,0,0,1,1.5,0,1,0,0,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002312
7.3237448,5,25,31,961,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1.5,0,1,0,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002325
6.8557229,8,64,41,1681,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1.6666666,0,1,1,1,0,2,10101002,129.2,North,Rural,10101002,1,7.5549998,10101002344
6.8329401,3,9,72,5184,1,0,1,0,.5,.66666669,2,0,0,0,0,0,0,0,0,0,0,0,.5,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003006
6.3878298,6,36,36,1296,1,0,1,0,0,.5,2,0,0,0,0,1,1,0,0,0,1,0,2,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003013
7.5374599,7,49,41,1681,1,0,1,0,0,1,6,0,0,0,0,1,1,0,1,1,0,0,2.5,0,0,1,1,1,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003017
7.9873815,2,4,34,1156,1,0,1,0,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003020
6.2839432,7,49,78,6084,1,0,1,0,.16666667,.80000001,3,0,0,0,0,0,0,0,0,0,0,0,1.3333334,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003035
7.0642309,3,9,79,6241,1,0,1,0,.5,0,3,0,0,0,0,1,0,0,0,0,0,0,2.5,0,0,0,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003053
7.1347518,10,100,49,2401,1,0,1,0,0,1,4,0,0,0,1,1,1,1,0,1,0,1,1.5,0,1,1,1,1,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003062
6.9287949,2,4,22,484,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003073
7.5475564,2,4,21,441,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003093
7.4522009,1,1,28,784,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003111
6.7073107,6,36,60,3600,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003115
6.2450719,7,49,50,2500,1,0,1,0,0,.5,3,0,0,0,0,0,0,0,0,0,0,1,2.5,0,1,1,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003149
6.530643,6,36,70,4900,1,0,1,0,0,.5,3,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003165
6.1567631,4,16,44,1936,1,0,1,0,.33333334,.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003174
6.7277436,8,64,39,1521,1,0,1,0,.14285715,.66666669,3,0,0,0,0,0,1,0,0,0,0,1,1.6666666,0,1,0,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003177
6.9540606,5,25,82,6724,1,0,1,0,.25,.60000002,4,0,0,0,0,1,0,0,0,0,0,1,.25,0,1,1,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003194
6.1824317,7,49,39,1521,1,0,1,0,.33333334,.66666669,3,0,0,0,0,0,0,0,0,0,1,0,1.3333334,0,1,0,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003201
6.7630591,2,4,35,1225,1,0,1,0,0,.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003264
6.7074962,6,36,48,2304,1,0,1,0,0,.66666669,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003268
6.8761525,6,36,32,1024,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,3,10101003,129.2,North,Rural,10101003,1,7.5549998,10101003269
6.6471286,4,16,38,1444,1,0,1,0,.33333334,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010013
7.9537368,3,9,24,576,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,.5,0,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010028
8.0080175,4,16,62,3844,1,0,1,0,0,1,4,0,0,0,1,1,1,0,0,1,0,1,.33333334,0,0,1,1,1,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010036
7.1494226,6,36,37,1369,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010071
7.0426984,3,9,23,529,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,.5,1,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010079
7.1438608,5,25,62,3844,1,0,1,0,0,.75,3,0,0,0,0,1,0,0,0,1,0,1,1.6666666,1,0,0,0,1,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010095
6.8425179,4,16,30,900,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010128
6.8956671,7,49,36,1296,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2.5,0,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010150
7.9471321,3,9,32,1024,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,.5,0,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010165
6.7510705,5,25,31,961,1,0,1,0,.5,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010182
7.0389256,3,9,24,576,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010188
6.9565606,7,49,45,2025,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2.5,1,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010199
7.2573886,5,25,39,1521,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,.66666669,1,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010204
6.8026128,6,36,30,900,1,0,1,0,.2,.5,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010229
6.4783945,8,64,41,1681,1,0,1,0,0,.66666669,4,0,0,0,0,0,1,0,0,0,0,0,1.6666666,1,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010240
6.782084,4,16,32,1024,1,0,1,0,.33333334,.33333334,3,0,0,0,0,0,0,0,0,0,0,0,.66666669,0,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010249
7.4888701,9,81,67,4489,1,0,1,0,.125,.66666669,7,1,0,0,0,1,1,0,0,1,0,1,.80000001,0,1,1,1,1,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010270
6.4283171,7,49,75,5625,1,0,1,0,.33333334,.5,4,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010276
7.7719889,4,16,72,5184,1,0,1,0,.33333334,0,2,0,0,0,0,0,1,0,0,1,0,1,.33333334,0,1,1,0,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010277
6.9494538,3,9,66,4356,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,10,10101010,129.2,North,Rural,10101010,1,7.5549998,10101010283
6.5947094,5,25,29,841,1,0,1,0,0,.5,2,0,0,0,0,1,1,0,0,0,0,1,1.5,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013002
6.6642237,8,64,45,2025,1,0,1,0,0,.25,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013028
6.94908,2,4,68,4624,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013052
7.5387421,3,9,25,625,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,.5,0,1,1,1,1,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013071
6.7906332,3,9,22,484,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,.5,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013077
6.9760804,12,144,78,6084,1,0,1,0,.27272728,.85714287,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013085
8.0156889,2,4,26,676,1,0,1,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013094
7.6340542,4,16,28,784,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013095
6.5965095,5,25,51,2601,1,0,1,0,0,0,6,1,0,0,0,1,0,0,0,1,0,1,1.5,1,0,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013128
7.0505166,3,9,23,529,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,.5,0,1,0,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013137
6.7415309,7,49,36,1296,1,0,1,0,.16666667,1,3,0,0,0,0,1,1,0,0,0,0,0,2.5,0,1,0,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013150
6.7986746,5,25,36,1296,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,1,0,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013159
6.2382946,9,81,44,1936,1,0,1,0,0,.80000001,4,0,0,0,0,1,0,0,0,0,1,0,.80000001,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013197
6.3485937,8,64,60,3600,1,0,1,0,.2857143,.5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013201
6.5844092,2,4,72,5184,1,0,1,0,1,.5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013204
6.6526637,6,36,41,1681,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013221
6.9849901,4,16,23,529,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013227
6.9314055,8,64,31,961,1,0,1,0,0,.5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013228
6.5719676,7,49,44,1936,1,0,1,0,.16666667,.66666669,5,0,0,0,0,1,0,0,0,1,0,0,2.5,1,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013232
7.4189396,6,36,64,4096,1,0,1,0,.80000001,.2857143,8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,13,10101013,129.2,North,Rural,10101013,1,7.5549998,10101013240
7.8926578,9,81,49,2401,1,0,1,0,.125,1,4,0,0,0,0,1,0,0,0,1,0,0,.80000001,0,1,1,1,1,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026007
7.8206282,7,49,40,1600,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026012
8.5085354,2,4,48,2304,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026023
7.9293747,2,4,40,1600,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026028
7.9278574,4,16,60,3600,1,0,1,0,0,.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026038
8.016407,7,49,37,1369,1,0,1,0,.16666667,.5,4,0,1,0,0,1,1,1,0,1,0,0,2.5,0,0,1,1,1,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026041
8.0322418,5,25,25,625,1,0,1,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,.25,0,1,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026043
8.2213631,3,9,67,4489,1,0,1,0,0,.5,3,0,0,0,0,1,1,0,1,0,0,0,2,0,1,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026044
7.4424243,9,81,56,3136,1,0,1,0,0,.80000001,5,0,0,0,0,1,0,0,0,1,0,0,.80000001,1,1,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026060
7.7027411,6,36,52,2704,1,0,1,0,.2,1,3,1,0,0,1,1,1,0,0,1,0,1,2,1,0,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026068
7.8695202,3,9,24,576,1,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,.5,0,1,0,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026078
8.0561333,7,49,45,2025,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1.3333334,1,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026102
8.2557735,3,9,69,4761,1,0,1,0,0,.5,3,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026118
8.0071115,7,49,83,6889,1,0,1,0,0,1,4,1,0,0,0,1,1,1,0,1,0,0,2.5,0,0,1,1,1,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026119
7.5936809,6,36,32,1024,1,0,1,0,.2,.5,4,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026140
7.7215238,5,25,26,676,1,0,1,0,.25,.5,2,0,0,0,0,1,1,1,0,0,0,0,1.5,0,1,1,1,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026150
7.5707173,7,49,60,3600,1,0,1,0,0,.75,3,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026161
8.0524378,4,16,61,3721,1,0,1,0,.33333334,.66666669,3,0,0,0,0,0,0,0,0,0,1,1,.33333334,0,1,1,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026194
7.7221093,4,16,29,841,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026204
7.9077282,7,49,72,5184,1,0,1,0,.16666667,.75,3,0,0,0,0,1,1,0,0,1,0,1,1.3333334,0,1,0,0,0,26,10101026,129.2,North,Rural,10101026,1,7.5549998,10101026211
6.9829473,5,25,60,3600,1,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,1,.25,0,1,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013005
7.5490804,3,9,29,841,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,.5,0,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013024
7.3329029,3,9,20,400,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,.5,0,1,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013039
6.5273952,9,81,35,1225,1,0,1,0,.125,1,5,1,0,0,0,1,0,1,0,0,1,1,1.25,0,0,1,1,1,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013068
7.3401856,3,9,49,2401,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,.5,1,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013079
6.8767505,4,16,36,1296,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013101
6.512526,9,81,38,1444,1,0,1,0,0,.66666669,4,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013115
7.2484879,3,9,74,5476,1,0,1,0,.5,0,3,0,0,0,0,0,0,0,0,1,1,1,1.5,0,0,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013124
6.9631166,6,36,29,841,1,0,1,0,.2,1,3,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,1,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013133
7.2848172,3,9,25,625,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,1,1,.5,0,1,1,1,1,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013142
6.5528669,6,36,30,900,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013144
6.8769212,6,36,65,4225,1,0,1,0,0,.66666669,3,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,1,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013148
6.6010942,6,36,40,1600,1,0,1,0,.2,.5,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013160
7.0563726,4,16,52,2704,1,0,1,0,.33333334,1,3,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013169
7.2463965,3,9,42,1764,1,0,1,0,.5,.5,4,1,0,0,0,1,1,0,0,0,1,1,.5,0,0,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013194
7.2553558,2,4,72,5184,1,0,1,0,0,.5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013200
7.2280922,4,16,49,2401,1,0,1,0,0,.5,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013203
6.1622057,8,64,37,1369,1,0,1,0,0,.33333334,3,0,0,0,0,0,0,1,0,0,1,1,1.6666666,1,0,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013215
6.6083865,11,121,53,2809,1,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,1,1.75,0,1,1,1,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013216
7.4021292,3,9,28,784,1,0,1,0,0,1,2,0,0,0,0,1,0,1,0,1,1,0,.5,0,1,0,0,0,13,10102013,129.2,North,Rural,10102013,1,7.5549998,10102013219
7.6484275,3,9,68,4624,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,3,0,1,1,1,1,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016003
7.1204877,6,36,63,3969,1,0,1,0,.2,1,4,1,0,0,0,1,1,1,1,1,0,1,.2,0,0,1,1,1,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016011
6.3810735,8,64,58,3364,1,0,1,0,.14285715,.5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016017
6.8776331,7,49,41,1681,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1.3333334,0,1,1,0,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016018
6.7194467,9,81,52,2704,1,0,1,0,.125,1,4,0,0,0,0,1,1,0,0,1,0,1,.80000001,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016020
6.7277293,3,9,24,576,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,.5,0,1,0,0,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016024
7.09762,5,25,38,1444,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,1.5,0,1,1,1,1,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016038
6.6629524,3,9,21,441,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,.5,0,1,1,1,1,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016042
6.6923494,7,49,53,2809,1,0,1,0,.33333334,.33333334,4,0,0,0,0,1,1,0,0,1,0,1,1.3333334,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016044
7.2016563,3,9,22,484,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,.5,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016067
6.8640351,6,36,40,1600,1,0,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016074
6.992219,1,1,78,6084,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016077
7.3141761,5,25,90,8100,1,0,1,0,.25,.75,3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016090
6.6611691,6,36,36,1296,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016095
7.5328741,2,4,79,6241,1,0,1,0,1,.5,2,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016129
7.2539139,3,9,57,3249,1,0,1,0,0,.5,2,0,0,0,0,1,1,0,0,1,0,1,.5,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016165
7.1285529,6,36,44,1936,1,0,1,0,0,1,4,1,0,0,0,1,1,1,0,1,0,1,.5,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016168
6.1849422,7,49,40,1600,1,0,1,0,.16666667,.5,3,0,0,0,0,0,0,0,0,0,1,0,2.5,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016180
7.3082833,3,9,67,4489,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016185
7.3040156,1,1,70,4900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,16,10102016,129.2,North,Rural,10102016,1,7.5549998,10102016188
