lnG_TOTAL_pc,hhsize,hhsize2,agehead,agehead2,cochabamba,oruro,potosi,tarija,santacruz,pando,chuquisaca,beni,rural,sublease,wall_brick,wall_wood,floor_dirt,floor_cement,fridge,radio,tv,dvd,fan,car,nbeds,nkitchens,ncomputers,sheep,hfem,dependratio,wardrobe,diningset,electricity,upm,estrato,hhweight,lnz_iris
4.028234,6,36,28,784,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,5,0,0,0,10034,8,1836,5.003946
5.590054,1,1,90,8100,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10034,8,306,5.003946
3.636041,10,100,66,4356,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,10034,8,3060,5.003946
3.800831,7,49,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,10034,8,2142,5.003946
3.954763,8,64,39,1521,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,10034,8,2448,5.003946
4.817814,3,9,67,4489,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10034,8,918,5.003946
4.116233,9,81,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,.5,0,0,0,10034,8,2754,5.003946
4.772449,2,4,43,1849,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10034,8,612,5.003946
5.224873,2,4,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10034,8,612,5.003946
4.064792,6,36,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,0,10034,8,1836,5.003946
5.065478,7,49,37,1369,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1.333333,0,0,0,10034,8,2142,5.003946
3.706384,10,100,44,1936,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,10052,8,3630,5.003946
3.255992,5,25,50,2500,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1.5,0,0,0,10052,8,1815,5.003946
4.061724,10,100,44,1936,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,10052,8,3630,5.003946
3.795848,7,49,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.75,0,0,0,10052,8,2541,5.003946
3.553402,3,9,40,1600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,0,10052,8,1089,5.003946
6.030284,2,4,36,1296,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10052,8,726,5.003946
4.228688,7,49,32,1024,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,10052,8,2541,5.003946
4.999695,4,16,31,961,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10052,8,1452,5.003946
4.511226,3,9,23,529,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.5,0,0,0,10052,8,1089,5.003946
3.805798,9,81,36,1296,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10052,8,3267,5.003946
3.722657,4,16,73,5329,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,10052,8,1452,5.003946
3.882491,3,9,54,2916,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10052,8,1089,5.003946
4.461113,7,49,32,1024,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,2.5,0,0,0,10062,8,2464,5.003946
4.904184,7,49,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1.333333,0,0,0,10062,8,2464,5.003946
4.476723,5,25,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,10062,8,1760,5.003946
3.894802,5,25,59,3481,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1.5,0,0,0,10062,8,1760,5.003946
3.857149,7,49,28,784,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,10062,8,2464,5.003946
3.820479,8,64,34,1156,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1.666667,0,0,0,10062,8,2816,5.003946
5.841165,5,25,70,4900,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,.6666667,1,0,0,10062,8,1760,5.003946
4.167056,9,81,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,3.5,0,0,0,10062,8,3168,5.003946
4.617648,6,36,40,1600,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,10062,8,2112,5.003946
4.256576,4,16,34,1156,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,10062,8,1408,5.003946
4.472071,5,25,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1.5,0,0,0,10062,8,1760,5.003946
4.483263,5,25,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1.5,0,0,0,10062,8,1760,5.003946
6.220245,1,1,73,5329,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10076,8,321,5.003946
5.151447,4,16,70,4900,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10076,8,1284,5.003946
4.500957,4,16,21,441,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10076,8,1284,5.003946
4.801498,3,9,29,841,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,.5,0,0,0,10076,8,963,5.003946
4.03584,4,16,33,1089,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,10076,8,1284,5.003946
4.754405,7,49,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,1.333333,0,0,0,10076,8,2247,5.003946
4.532647,6,36,46,2116,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,10076,8,1926,5.003946
5.752348,5,25,51,2601,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1.5,0,0,0,10076,8,1605,5.003946
4.18388,4,16,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,10076,8,1284,5.003946
4.181414,9,81,36,1296,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,10076,8,2889,5.003946
5.20348,2,4,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10076,8,642,5.003946
4.827431,5,25,30,900,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1.5,0,1,0,10076,8,1605,5.003946
4.868403,5,25,37,1369,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,.6666667,0,0,0,10120,8,2710,5.003946
4.716264,3,9,70,4900,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,10120,8,1626,5.003946
5.849555,1,1,56,3136,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,10120,8,542,5.003946
5.310476,6,36,53,2809,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,1,0,.5,0,0,0,10120,8,3252,5.003946
5.572528,4,16,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,10120,8,2168,5.003946
4.504628,5,25,43,1849,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1.5,0,0,0,10120,8,2710,5.003946
5.183972,4,16,26,676,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,10120,8,2168,5.003946
5.860354,4,16,51,2601,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,.3333333,0,1,0,10120,8,2168,5.003946
4.833951,6,36,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,2,0,0,0,10120,8,3252,5.003946
4.815833,4,16,49,2401,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,10120,8,2168,5.003946
4.206002,6,36,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10120,8,3252,5.003946
5.638746,3,9,33,1089,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,.5,1,1,0,10120,8,1626,5.003946
4.308035,4,16,33,1089,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.3333333,0,0,0,10135,8,1504,5.003946
5.430546,3,9,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,.5,0,0,0,10135,8,1128,5.003946
4.153639,6,36,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10135,8,2256,5.003946
5.498042,6,36,51,2601,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,10135,8,2256,5.003946
5.829791,5,25,33,1089,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,.25,1,0,0,10135,8,1880,5.003946
5.070943,4,16,45,2025,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,10135,8,1504,5.003946
4.18375,8,64,34,1156,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,10135,8,3008,5.003946
4.271889,7,49,46,2116,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1.333333,0,0,0,10135,8,2632,5.003946
3.977753,7,49,65,4225,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.5,0,0,0,10135,8,2632,5.003946
4.638558,5,25,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,.6666667,0,0,0,10135,8,1880,5.003946
5.561632,3,9,64,4096,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,.5,1,0,0,10135,8,1128,5.003946
5.442104,2,4,70,4900,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,10135,8,752,5.003946
4.321358,4,16,75,5625,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,10165,8,1796,5.003946
4.204962,6,36,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,.2,0,0,0,10165,8,2694,5.003946
5.49068,6,36,56,3136,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,1,1,.5,0,1,0,10165,8,2694,5.003946
4.241253,7,49,37,1369,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2.5,0,0,0,10165,8,3143,5.003946
5.458306,8,64,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,0,1,0,1,0,10165,8,3592,5.003946
4.505214,5,25,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,.6666667,0,0,0,10165,8,2245,5.003946
5.371212,1,1,63,3969,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10165,8,449,5.003946
4.929834,8,64,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,.3333333,0,0,0,10165,8,3592,5.003946
5.979296,3,9,37,1369,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,2,0,0,0,10165,8,1347,5.003946
5.832432,4,16,45,2025,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,10165,8,1796,5.003946
5.398951,2,4,63,3969,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10165,8,898,5.003946
4.551519,9,81,64,4096,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,11,1,0,1,0,.8,1,0,0,10165,8,4041,5.003946
6.358103,1,1,25,625,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10195,6,381,5.003946
6.362637,1,1,33,1089,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10195,6,381,5.003946
4.723938,6,36,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,0,1,1,0,0,10195,6,2286,5.003946
4.796319,6,36,71,5041,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,2,1,0,1,10195,6,2286,5.003946
5.819386,2,4,67,4489,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,2,1,0,1,10195,6,762,5.003946
4.924545,3,9,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,.5,1,0,1,10195,6,1143,5.003946
5.638559,4,16,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1,0,1,1,1,1,10195,6,1524,5.003946
4.31699,5,25,25,625,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1.5,1,0,1,10195,6,1905,5.003946
5.284905,3,9,58,3364,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,.5,1,0,1,10195,6,1143,5.003946
4.583573,9,81,56,3136,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,6,2,0,1,0,.8,1,0,1,10195,6,3429,5.003946
5.060008,3,9,61,3721,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,10195,6,1143,5.003946
4.453695,6,36,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2,0,1,1,1,1,0,1,10195,6,2286,5.003946
4.944745,5,25,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,1,0,1,0,.6666667,0,0,0,10252,8,5115,5.003946
3.511508,8,64,37,1369,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,1.666667,0,0,0,10252,8,8184,5.003946
6.207067,5,25,34,1156,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1.5,1,1,0,10252,8,5115,5.003946
4.383282,7,49,28,784,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2.5,0,0,0,10252,8,7161,5.003946
3.804037,5,25,40,1600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,10252,8,5115,5.003946
4.837247,6,36,25,625,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,2,1,0,0,10252,8,6138,5.003946
3.997962,10,100,55,3025,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1.5,1,0,0,10252,8,10230,5.003946
5.557983,3,9,22,484,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,.5,0,0,0,10252,8,3069,5.003946
5.976741,3,9,62,3844,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,3,0,0,0,.5,1,1,0,10252,8,3069,5.003946
4.100253,6,36,48,2304,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4,1,0,1,0,2,0,0,0,10252,8,6138,5.003946
5.286002,2,4,60,3600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,10252,8,2046,5.003946
4.554263,6,36,29,841,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,10252,8,6138,5.003946
3.723494,7,49,38,1444,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.333333,0,0,0,10257,8,3843,5.003946
3.386742,6,36,52,2704,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10257,8,3294,5.003946
4.329636,3,9,68,4624,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,10257,8,1647,5.003946
3.394029,7,49,40,1600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.5,0,0,0,10257,8,3843,5.003946
3.946436,4,16,47,2209,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,10257,8,2196,5.003946
3.987041,9,81,42,1764,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1.25,0,0,0,10257,8,4941,5.003946
5.672988,1,1,19,361,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,10257,8,549,5.003946
3.236744,7,49,40,1600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.5,0,0,0,10257,8,3843,5.003946
6.835869,1,1,28,784,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10257,8,549,5.003946
2.704055,9,81,38,1444,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,3.5,0,0,0,10257,8,4941,5.003946
4.264048,6,36,36,1296,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,10257,8,3294,5.003946
5.559937,5,25,46,2116,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1.5,0,0,0,10257,8,2745,5.003946
5.102791,6,36,61,3721,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,.5,0,0,0,10295,8,2010,5.003946
4.525297,3,9,43,1849,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,.5,0,0,0,10295,8,1005,5.003946
5.095895,2,4,44,1936,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,10295,8,670,5.003946
4.532648,5,25,44,1936,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,1.5,1,1,1,10295,8,1675,5.003946
4.845062,3,9,65,4225,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,3,1,1,1,10295,8,1005,5.003946
4.929019,3,9,82,6724,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,1,1,0,10295,8,1005,5.003946
6.700887,2,4,53,2809,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,10295,8,670,5.003946
7.013794,1,1,42,1764,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10295,8,335,5.003946
5.187193,3,9,74,5476,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,5,1,0,0,0,3,0,0,1,10295,8,1005,5.003946
5.629699,1,1,60,3600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,10295,8,335,5.003946
4.925428,3,9,49,2401,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,5,1,0,1,0,.5,1,0,1,10295,8,1005,5.003946
4.302096,3,9,60,3600,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,.5,0,0,0,10295,8,1005,5.003946
6.403445,3,9,59,3481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,.5,1,1,1,11009,5,2667,5.3944
5.374558,6,36,36,1296,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,11009,5,5334,5.3944
4.958945,7,49,42,1764,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1.333333,1,0,0,11009,5,6223,5.3944
4.526217,5,25,43,1849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,.6666667,1,0,1,11009,5,4445,5.3944
5.871014,1,1,55,3025,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,11009,5,889,5.3944
6.139286,7,49,42,1764,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,6,1,1,0,0,.75,1,1,1,11009,5,6223,5.3944
5.218627,2,4,54,2916,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,11009,5,1778,5.3944
5.871322,5,25,36,1296,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,4,1,0,0,0,1.5,1,0,1,11009,5,4445,5.3944
5.573304,4,16,28,784,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,11009,5,3556,5.3944
5.089446,4,16,50,2500,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,.3333333,0,0,1,11009,5,3556,5.3944
6.140532,6,36,45,2025,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,5,1,0,0,0,0,1,0,1,11009,5,5334,5.3944
6.089502,3,9,41,1681,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,2,1,0,1,11036,5,2574,5.3944
5.11856,7,49,60,3600,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,0,0,.1666667,1,1,1,11036,5,6006,5.3944
6.582696,4,16,26,676,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,4,1,1,0,0,1,1,1,1,11036,5,3432,5.3944
6.166134,5,25,40,1600,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,5,1,1,0,1,0,1,1,1,11036,5,4290,5.3944
7.368042,2,4,46,2116,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,1,11036,5,1716,5.3944
4.927696,8,64,65,4225,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,4,1,0,0,1,1,1,0,1,11036,5,6864,5.3944
5.632692,2,4,76,5776,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,11036,5,1716,5.3944
5.689906,6,36,33,1089,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,3,1,0,0,0,1,1,1,1,11036,5,5148,5.3944
5.394411,6,36,36,1296,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3,0,0,0,1,1,0,1,11036,5,5148,5.3944
6.3774,6,36,45,2025,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,4,2,0,0,0,.2,1,0,1,11036,5,5148,5.3944
6.243786,5,25,55,3025,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,6,1,1,0,0,.25,1,1,1,11080,3,2200,5.3944
5.641335,3,9,44,1936,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,11080,3,1320,5.3944
4.979729,2,4,19,361,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,11080,3,880,5.3944
5.926618,5,25,32,1024,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,3,1,0,0,0,1.5,1,1,1,11080,3,2200,5.3944
6.680062,3,9,30,900,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2,1,0,0,.5,1,0,1,11080,3,1320,5.3944
5.837453,3,9,29,841,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,.5,1,1,1,11080,3,1320,5.3944
6.851473,1,1,52,2704,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,11080,3,440,5.3944
6.227024,3,9,29,841,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,2,1,0,0,0,.5,1,1,1,11080,3,1320,5.3944
6.845077,1,1,60,3600,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,11080,3,440,5.3944
