"","female","married","hhsize","books_age10","maths_age10","language_age10","EduYears","eurod","country_mod","iv009_mod","inc_bin","co007_","co007_mod","country250","country276","country380","country528","country724"
"108682",0,1,2,3,2,2,-0.04,1,276,4,"third","4","2",0,1,0,0,0
"108737",0,1,3,2,2,3,0.2,0,276,4,"fourth","4","2",0,1,0,0,0
"108746",0,1,2,2,3,3,-0.12,0,276,5,"fourth","3","2",0,1,0,0,0
"108762",1,1,2,2,2,2,-0.36,2,276,1,"fourth","4","2",0,1,0,0,0
"108766",0,1,2,1,4,3,0.36,2,276,1,"fourth","4","2",0,1,0,0,0
"108774",1,1,3,2,3,2,0.04,5,276,5,"fourth","3","2",0,1,0,0,0
"108786",1,1,2,3,3,3,-0.04,2,276,1,"fourth","3","2",0,1,0,0,0
"108811",0,1,2,3,3,1,0.44,5,276,3,"third","2","1",0,1,0,0,0
"108815",1,1,2,3,2,3,0.36,4,276,3,"third","2","1",0,1,0,0,0
"108819",1,0,1,4,2,3,-0.04,0,276,4,"third","4","2",0,1,0,0,0
"108824",1,1,2,2,2,2,-0.36,0,276,5,"third","4","2",0,1,0,0,0
"108827",0,1,2,1,3,3,-0.36,5,276,5,"third","4","2",0,1,0,0,0
"108890",0,1,2,2,3,3,-0.12,1,276,5,"third","3","2",0,1,0,0,0
"108892",1,1,2,2,3,3,-0.12,2,276,5,"third","3","2",0,1,0,0,0
"108921",0,1,2,3,3,3,-0.04,0,276,5,"second","2","1",0,1,0,0,0
"108929",1,0,1,4,3,3,0.04,2,276,1,"third","3","2",0,1,0,0,0
"108948",1,1,2,1,3,3,-0.12,2,276,2,"first","3","2",0,1,0,0,0
"108952",0,1,2,1,3,3,-0.12,3,276,2,"first","3","2",0,1,0,0,0
"108957",1,0,1,1,2,2,-0.28,3,276,4,"third","4","2",0,1,0,0,0
"108980",0,1,2,2,2,3,-0.12,1,276,5,"fourth","4","2",0,1,0,0,0
"109004",0,1,2,3,3,2,0.04,1,276,4,"third","4","2",0,1,0,0,0
"109017",0,1,2,1,2,2,0.12,2,276,5,"fourth","4","2",0,1,0,0,0
"109019",1,1,2,2,2,3,-0.2,1,276,5,"fourth","4","2",0,1,0,0,0
"109021",1,1,2,1,2,3,-0.12,1,276,5,"fourth","2","1",0,1,0,0,0
"109022",0,1,2,1,2,2,-0.12,6,276,5,"fourth","2","1",0,1,0,0,0
"109040",1,0,2,1,3,3,0.6,4,276,5,"first","2","1",0,1,0,0,0
"109088",1,1,2,1,3,2,-0.12,4,276,5,"third","3","2",0,1,0,0,0
"109089",0,1,2,1,5,3,0.12,6,276,5,"third","3","2",0,1,0,0,0
"109100",1,0,1,3,2,2,-0.2,3,276,4,"first","4","2",0,1,0,0,0
"109134",0,1,2,2,3,3,-0.12,1,276,4,"fourth","3","2",0,1,0,0,0
"109136",0,0,2,4,2,1,-0.04,1,276,5,"third","4","2",0,1,0,0,0
"109148",0,1,2,2,3,3,0.04,0,276,5,"fourth","4","2",0,1,0,0,0
"109176",0,1,2,1,2,2,0.44,3,276,4,"third","3","2",0,1,0,0,0
"109180",1,1,2,3,3,1,0.52,3,276,4,"third","3","2",0,1,0,0,0
"109233",0,1,2,2,4,2,-0.12,4,276,5,"first","2","1",0,1,0,0,0
"109264",0,1,2,1,2,2,0.04,1,276,5,"second","2","1",0,1,0,0,0
"109272",0,1,2,3,2,3,-0.04,5,276,5,"third","4","2",0,1,0,0,0
"109276",1,1,2,1,1,2,-0.12,2,276,5,"third","4","2",0,1,0,0,0
"109290",1,0,1,1,3,3,-0.12,0,276,4,"second","3","2",0,1,0,0,0
"109323",1,1,2,2,3,4,-0.12,4,276,1,"fourth","4","2",0,1,0,0,0
"109326",0,1,2,1,3,2,0.12,4,276,1,"fourth","4","2",0,1,0,0,0
"109345",1,0,1,2,3,3,-0.76,2,276,3,"third","4","2",0,1,0,0,0
"109353",1,1,2,1,3,3,-0.12,0,276,5,"fourth","4","2",0,1,0,0,0
"109357",0,1,2,1,2,2,0.04,4,276,5,"fourth","4","2",0,1,0,0,0
"109370",0,1,2,1,3,3,0.28,2,276,5,"fourth","2","1",0,1,0,0,0
"109374",1,0,1,1,3,3,-0.76,0,276,4,"third","4","2",0,1,0,0,0
"109396",0,1,2,4,1,2,0.76,0,276,5,"fourth","3","2",0,1,0,0,0
"109397",1,0,1,1,3,3,-0.12,8,276,2,"first","2","1",0,1,0,0,0
"109400",0,0,1,1,1,4,-0.2,3,276,4,"first","1","1",0,1,0,0,0
"109419",0,1,2,3,3,2,0.2,1,276,5,"fourth","4","2",0,1,0,0,0
"109483",1,0,1,2,3,3,-0.12,7,276,5,"first","2","1",0,1,0,0,0
"109487",1,1,2,2,3,3,-0.12,3,276,3,"third","3","2",0,1,0,0,0
"109490",0,1,2,2,3,3,-0.12,2,276,3,"third","3","2",0,1,0,0,0
"109502",0,1,4,1,3,2,0.12,1,276,5,"fourth","3","2",0,1,0,0,0
"109536",1,1,2,1,3,3,-0.36,4,276,5,"second","2","1",0,1,0,0,0
"109540",0,1,2,3,3,3,0.44,0,276,5,"second","2","1",0,1,0,0,0
"109545",1,1,2,1,3,2,-0.12,4,276,3,"third","4","2",0,1,0,0,0
"109547",0,1,2,2,3,2,-0.12,5,276,3,"third","4","2",0,1,0,0,0
"109557",0,1,2,2,3,3,0.04,3,276,2,"fourth","4","2",0,1,0,0,0
"109637",0,0,1,1,3,3,-0.36,2,276,4,"first","3","2",0,1,0,0,0
"109652",1,1,2,1,2,1,0.84,5,276,3,"fourth","4","2",0,1,0,0,0
"109675",1,0,1,4,3,3,0.04,4,276,1,"second","2","1",0,1,0,0,0
"109680",1,0,1,5,1,2,0.36,0,276,1,"third","3","2",0,1,0,0,0
"109703",0,1,2,1,3,3,-0.52,3,276,1,"fourth","3","2",0,1,0,0,0
"109707",1,1,2,2,3,2,-0.76,2,276,1,"fourth","3","2",0,1,0,0,0
"109713",0,1,2,1,3,3,-0.04,0,276,5,"third","4","2",0,1,0,0,0
"109714",1,1,2,1,4,3,-0.36,3,276,5,"third","4","2",0,1,0,0,0
"109753",1,1,2,5,2,2,0.52,0,276,1,"fourth","4","2",0,1,0,0,0
"109765",0,1,2,3,4,2,-0.2,4,276,1,"second","2","1",0,1,0,0,0
"109784",1,1,2,2,2,2,-0.28,0,276,5,"second","4","2",0,1,0,0,0
"109788",0,1,2,1,3,3,-0.2,1,276,5,"second","4","2",0,1,0,0,0
"109793",0,1,2,2,2,2,-0.04,1,276,5,"fourth","4","2",0,1,0,0,0
"109813",0,1,2,5,3,2,0.2,1,276,5,"third","3","2",0,1,0,0,0
"109839",0,1,5,2,3,3,-0.04,5,276,4,"second","3","2",0,1,0,0,0
"109846",1,0,1,2,2,2,0.12,0,276,5,"first","3","2",0,1,0,0,0
"109880",0,0,1,1,1,3,0.12,0,276,5,"fourth","3","2",0,1,0,0,0
"109914",0,1,2,1,1,1,-0.12,0,276,3,"third","4","2",0,1,0,0,0
"109918",1,1,2,3,3,3,-0.12,1,276,3,"third","4","2",0,1,0,0,0
"109937",1,0,1,1,3,3,-0.36,4,276,5,"first","4","2",0,1,0,0,0
"109946",0,1,3,2,3,4,-0.12,0,276,5,"second","3","2",0,1,0,0,0
"109980",0,0,2,1,3,2,-0.28,1,276,4,"fourth","3","2",0,1,0,0,0
"109981",0,1,2,3,3,3,-0.12,2,276,4,"third","3","2",0,1,0,0,0
"110002",1,1,2,1,2,3,-0.12,2,276,5,"second","2","1",0,1,0,0,0
"110006",0,1,2,1,3,3,-0.12,2,276,5,"second","2","1",0,1,0,0,0
"110042",0,1,2,3,3,3,0.04,0,276,4,"third","3","2",0,1,0,0,0
"110050",0,1,2,1,3,3,-0.76,2,276,5,"fourth","1","1",0,1,0,0,0
"110057",1,1,2,1,2,3,-0.36,2,276,5,"second","2","1",0,1,0,0,0
"110058",0,1,2,1,3,3,-0.12,3,276,5,"second","2","1",0,1,0,0,0
"110074",1,1,2,1,4,4,-0.36,1,276,1,"third","4","2",0,1,0,0,0
"110077",0,1,2,1,2,3,0.44,4,276,1,"third","4","2",0,1,0,0,0
"110097",0,1,2,3,2,3,-0.52,2,276,1,"fourth","4","2",0,1,0,0,0
"110122",1,0,2,2,3,3,-0.2,1,276,5,"fourth","3","2",0,1,0,0,0
"110148",0,1,2,2,3,2,-0.12,4,276,4,"third","4","2",0,1,0,0,0
"110152",1,1,2,1,3,1,0.28,1,276,4,"third","4","2",0,1,0,0,0
"110156",1,1,2,1,3,3,-0.12,3,276,5,"third","2","1",0,1,0,0,0
"110159",0,1,2,1,3,3,0.36,5,276,5,"third","2","1",0,1,0,0,0
"110175",1,1,2,1,4,2,-0.36,1,276,5,"first","3","2",0,1,0,0,0
"110177",0,1,2,1,3,3,-0.36,1,276,5,"first","3","2",0,1,0,0,0
"110182",1,1,2,3,3,3,-0.12,1,276,5,"fourth","4","2",0,1,0,0,0
"110202",1,1,2,4,3,2,-0.04,1,276,5,"fourth","4","2",0,1,0,0,0
"110206",0,1,2,1,1,2,0.76,2,276,5,"fourth","4","2",0,1,0,0,0
"110230",1,0,2,2,3,3,-0.36,1,276,1,"fourth","4","2",0,1,0,0,0
"110231",1,0,1,1,3,3,-0.12,2,276,1,"second","4","2",0,1,0,0,0
"110235",0,1,1,2,4,3,0.28,3,276,5,"fourth","3","2",0,1,0,0,0
"110255",0,1,2,4,2,3,-0.36,3,276,3,"fourth","3","2",0,1,0,0,0
"110259",1,1,2,3,2,3,-0.36,4,276,3,"fourth","3","2",0,1,0,0,0
"110268",1,0,1,2,2,2,-0.36,1,276,5,"first","3","2",0,1,0,0,0
"110333",1,1,2,1,3,2,-0.36,1,276,5,"third","3","2",0,1,0,0,0
"110336",0,1,2,2,3,3,0.2,0,276,5,"third","3","2",0,1,0,0,0
"110339",0,0,1,3,1,1,0.6,1,276,4,"fourth","4","2",0,1,0,0,0
"110359",0,1,2,2,1,2,0.04,0,276,3,"third","1","1",0,1,0,0,0
"110396",0,1,2,2,3,2,0.2,0,276,4,"first","4","2",0,1,0,0,0
"110400",1,0,1,5,1,3,0.52,2,276,4,"third","4","2",0,1,0,0,0
"110407",1,0,1,1,1,3,-0.12,0,276,4,"first","4","2",0,1,0,0,0
"110439",1,1,2,2,3,3,-0.12,5,276,2,"third","4","2",0,1,0,0,0
"110492",0,1,2,3,3,3,-0.04,6,276,4,"fourth","4","2",0,1,0,0,0
"110522",0,1,2,3,3,3,-0.04,2,276,5,"third","3","2",0,1,0,0,0
"110540",0,1,2,1,2,3,0.12,0,276,4,"fourth","4","2",0,1,0,0,0
"110554",1,1,2,1,3,2,0.12,1,276,5,"fourth","4","2",0,1,0,0,0
"110556",0,1,2,4,2,2,-0.04,0,276,4,"first","2","1",0,1,0,0,0
"110572",0,0,2,3,3,3,-0.12,3,276,5,"third","3","2",0,1,0,0,0
"110583",1,0,2,2,3,3,-0.12,1,276,5,"fourth","3","2",0,1,0,0,0
"110605",1,1,1,3,2,2,0.2,1,276,4,"first","2","1",0,1,0,0,0
"110632",0,1,2,1,4,3,-0.04,0,276,4,"fourth","3","2",0,1,0,0,0
"110637",0,1,2,1,3,2,-0.12,4,276,4,"third","3","2",0,1,0,0,0
"110654",0,1,2,2,3,3,-0.12,0,276,5,"third","4","2",0,1,0,0,0
"110656",1,1,2,1,1,1,-0.12,6,276,5,"third","4","2",0,1,0,0,0
"110682",0,1,2,2,2,3,-0.12,1,276,1,"third","4","2",0,1,0,0,0
"110687",1,1,2,3,2,1,0.12,3,276,1,"fourth","4","2",0,1,0,0,0
"110694",0,1,2,3,4,2,0.2,0,276,1,"fourth","4","2",0,1,0,0,0
"110699",0,1,2,1,5,5,-0.68,2,276,4,"first","1","1",0,1,0,0,0
"110726",0,1,2,3,2,3,0.04,1,276,4,"third","4","2",0,1,0,0,0
"110744",1,0,1,2,2,2,0.04,0,276,1,"first","3","2",0,1,0,0,0
"110750",1,0,2,3,3,3,-0.2,1,276,5,"first","2","1",0,1,0,0,0
"110781",0,1,1,1,3,2,-0.12,8,276,1,"second","2","1",0,1,0,0,0
"110785",1,1,2,1,3,3,-0.12,8,276,5,"second","1","1",0,1,0,0,0
"110786",0,1,2,2,3,3,-0.12,3,276,5,"second","1","1",0,1,0,0,0
"110879",0,1,2,1,1,3,-0.04,1,276,4,"third","2","1",0,1,0,0,0
"110882",1,1,2,1,3,3,-0.28,3,276,4,"third","2","1",0,1,0,0,0
"110885",1,0,1,5,5,1,-0.28,5,276,5,"fourth","1","1",0,1,0,0,0
"110889",1,1,2,1,3,2,-0.76,2,276,5,"third","4","2",0,1,0,0,0
"110893",0,1,2,3,3,3,0.44,0,276,5,"third","4","2",0,1,0,0,0
"110897",1,1,2,1,3,3,0.04,3,276,1,"fourth","4","2",0,1,0,0,0
"110905",0,1,2,1,3,3,-0.2,1,276,1,"third","3","2",0,1,0,0,0
"110924",1,1,2,3,4,3,0.2,1,276,4,"fourth","4","2",0,1,0,0,0
"110928",0,1,2,3,3,2,0.36,3,276,4,"fourth","4","2",0,1,0,0,0
"110964",0,1,2,1,3,3,-0.12,1,276,4,"second","3","2",0,1,0,0,0
"110986",1,0,1,5,3,2,0.28,3,276,5,"first","3","2",0,1,0,0,0
"110993",1,0,1,2,1,3,-0.04,0,276,5,"first","3","2",0,1,0,0,0
"111007",1,1,2,1,3,3,-0.04,2,276,4,"third","4","2",0,1,0,0,0
"111011",1,1,2,2,2,2,0.36,3,276,1,"fourth","4","2",0,1,0,0,0
"111012",0,1,2,1,1,3,0.36,2,276,1,"fourth","4","2",0,1,0,0,0
"111051",0,1,2,2,3,3,-0.36,2,276,5,"third","2","1",0,1,0,0,0
"111063",0,1,2,4,4,3,-0.12,1,276,4,"fourth","2","1",0,1,0,0,0
"111065",1,1,2,3,3,3,0.04,1,276,4,"fourth","2","1",0,1,0,0,0
"111067",1,1,2,1,5,3,-0.04,2,276,5,"fourth","4","2",0,1,0,0,0
"111078",1,0,1,1,3,3,-0.36,5,276,5,"second","2","1",0,1,0,0,0
"111085",1,0,2,1,2,3,-0.36,3,276,5,"second","2","1",0,1,0,0,0
"111089",0,1,4,3,3,3,0.2,2,276,4,"fourth","3","2",0,1,0,0,0
"111093",1,1,4,2,3,3,-0.6,3,276,4,"fourth","3","2",0,1,0,0,0
"111097",1,0,1,5,3,1,0.44,0,276,4,"fourth","4","2",0,1,0,0,0
"111099",0,1,2,2,2,3,0.04,0,276,2,"third","4","2",0,1,0,0,0
"111109",0,0,1,3,3,3,-0.04,2,276,5,"first","2","1",0,1,0,0,0
"111117",0,1,2,2,1,3,1,1,276,5,"fourth","4","2",0,1,0,0,0
"111128",0,1,2,1,3,3,-0.12,0,276,4,"fourth","3","2",0,1,0,0,0
"111140",0,1,2,3,3,3,0.44,2,276,5,"fourth","4","2",0,1,0,0,0
"111142",1,1,2,3,2,4,0.04,1,276,5,"fourth","4","2",0,1,0,0,0
"111144",1,0,1,1,3,3,-0.36,4,276,1,"first","2","1",0,1,0,0,0
"111192",1,1,2,3,3,3,-0.04,2,276,3,"fourth","2","1",0,1,0,0,0
"111201",0,1,2,3,3,3,-0.04,2,276,4,"fourth","4","2",0,1,0,0,0
"111214",0,1,2,2,3,3,-0.04,1,276,5,"second","2","1",0,1,0,0,0
"111220",1,1,2,2,3,2,0.12,0,276,1,"fourth","3","2",0,1,0,0,0
"111228",1,1,2,1,3,3,-0.12,1,276,5,"fourth","4","2",0,1,0,0,0
"111233",0,1,2,1,3,3,-0.12,0,276,5,"fourth","3","2",0,1,0,0,0
"111237",1,1,2,2,3,3,-0.12,1,276,5,"fourth","3","2",0,1,0,0,0
"111246",1,0,1,4,3,3,-0.04,2,276,1,"fourth","4","2",0,1,0,0,0
"111255",1,1,2,2,3,2,-0.12,1,276,1,"fourth","4","2",0,1,0,0,0
"111259",0,1,2,1,1,1,0.12,1,276,1,"fourth","4","2",0,1,0,0,0
"111276",0,1,2,2,3,3,-0.04,0,276,1,"fourth","2","1",0,1,0,0,0
"111280",1,1,2,2,3,4,-0.12,3,276,1,"fourth","2","1",0,1,0,0,0
"111292",1,1,2,2,2,2,-0.28,3,276,5,"second","2","1",0,1,0,0,0
"111315",0,1,2,2,3,3,0.28,1,276,4,"third","4","2",0,1,0,0,0
"111327",0,1,2,3,3,3,0.04,0,276,4,"fourth","3","2",0,1,0,0,0
"111338",1,0,3,1,3,3,-0.36,9,276,5,"first","2","1",0,1,0,0,0
"111353",1,1,2,5,3,2,0.44,2,276,5,"fourth","4","2",0,1,0,0,0
"111410",0,0,1,1,3,3,-0.12,0,276,4,"second","4","2",0,1,0,0,0
"111411",0,1,2,1,1,3,-0.12,3,276,5,"second","2","1",0,1,0,0,0
"111413",1,1,2,1,2,2,-0.36,1,276,5,"second","2","1",0,1,0,0,0
"111433",0,0,2,3,3,3,-0.04,1,276,4,"third","4","2",0,1,0,0,0
"111437",1,0,2,3,3,3,-0.12,5,276,4,"third","4","2",0,1,0,0,0
"111453",1,0,3,2,4,2,-0.04,6,276,5,"second","1","1",0,1,0,0,0
"111570",1,0,1,1,2,3,-0.04,4,276,5,"second","4","2",0,1,0,0,0
"111589",0,1,2,2,3,3,0.04,7,276,4,"fourth","2","1",0,1,0,0,0
"111600",0,0,1,1,2,3,-0.12,3,276,5,"third","4","2",0,1,0,0,0
"111603",0,0,2,1,3,3,0.04,0,276,3,"fourth","4","2",0,1,0,0,0
"111606",1,0,2,3,3,3,0.2,2,276,3,"fourth","4","2",0,1,0,0,0
"111623",1,1,2,1,2,2,-0.36,3,276,5,"fourth","4","2",0,1,0,0,0
"111627",0,1,2,1,3,3,-0.12,1,276,5,"fourth","4","2",0,1,0,0,0
"111632",0,0,1,1,1,3,-0.36,1,276,5,"second","4","2",0,1,0,0,0
"111634",1,1,2,2,3,2,0.04,4,276,4,"fourth","4","2",0,1,0,0,0
"111638",0,1,2,4,3,3,0.52,0,276,4,"fourth","4","2",0,1,0,0,0
"111698",0,1,2,1,2,3,-0.12,2,276,5,"third","3","2",0,1,0,0,0
"111700",0,1,2,4,1,5,0.04,4,276,2,"fourth","4","2",0,1,0,0,0
"111704",1,1,2,3,3,2,-0.12,3,276,2,"fourth","4","2",0,1,0,0,0
"111734",1,1,2,3,3,3,0.04,0,276,5,"fourth","4","2",0,1,0,0,0
"111735",1,0,1,2,3,3,0.28,1,276,4,"third","4","2",0,1,0,0,0
"111739",1,0,1,3,3,3,-0.2,1,276,4,"first","1","1",0,1,0,0,0
"111759",0,1,2,2,2,3,0.04,1,276,5,"fourth","3","2",0,1,0,0,0
"111784",0,0,1,1,3,3,-0.36,5,276,5,"third","3","2",0,1,0,0,0
"111790",0,1,2,1,2,2,0.28,2,276,5,"third","3","2",0,1,0,0,0
"111794",1,1,2,2,2,3,0.04,3,276,5,"third","3","2",0,1,0,0,0
"111804",1,1,2,2,3,3,-0.36,2,276,4,"second","2","1",0,1,0,0,0
"111805",0,1,2,2,3,2,-0.12,3,276,4,"second","2","1",0,1,0,0,0
"111808",1,1,2,2,3,2,0.2,3,276,5,"fourth","4","2",0,1,0,0,0
"111811",0,1,2,2,3,4,0.28,0,276,5,"fourth","4","2",0,1,0,0,0
"111836",0,1,2,2,3,3,0.04,1,276,1,"fourth","4","2",0,1,0,0,0
"111837",1,1,2,1,2,2,0.04,0,276,1,"fourth","4","2",0,1,0,0,0
"111838",1,0,1,2,3,3,-0.04,0,276,3,"first","3","2",0,1,0,0,0
"111847",1,1,2,3,1,2,0.2,1,276,1,"third","3","2",0,1,0,0,0
"111856",1,1,2,1,2,3,-0.44,4,276,4,"third","3","2",0,1,0,0,0
"111907",0,1,2,2,4,1,0.28,3,276,4,"third","2","1",0,1,0,0,0
"111908",1,1,2,5,4,2,0.04,4,276,4,"third","2","1",0,1,0,0,0
"111912",0,1,2,3,3,3,0.2,0,276,5,"fourth","2","1",0,1,0,0,0
"111925",1,1,2,1,3,3,-0.12,2,276,4,"fourth","3","2",0,1,0,0,0
"111927",0,1,2,5,1,1,-0.12,0,276,4,"fourth","3","2",0,1,0,0,0
"111967",1,1,2,2,3,3,-0.04,0,276,4,"fourth","4","2",0,1,0,0,0
"111969",0,1,2,3,2,2,0.44,3,276,4,"fourth","4","2",0,1,0,0,0
"111987",0,1,2,4,4,2,0.36,1,276,5,"fourth","4","2",0,1,0,0,0
"112015",0,1,2,4,1,3,-0.12,1,276,4,"second","2","1",0,1,0,0,0
"112019",1,1,2,1,3,2,-0.12,0,276,4,"second","2","1",0,1,0,0,0
"112054",0,1,2,2,2,2,0.68,0,276,1,"fourth","4","2",0,1,0,0,0
"112088",0,1,2,3,2,3,-0.04,1,276,4,"fourth","4","2",0,1,0,0,0
"112097",0,1,2,1,3,3,0.52,2,276,2,"third","3","2",0,1,0,0,0
"112101",1,1,2,1,3,3,0.2,0,276,2,"third","3","2",0,1,0,0,0
"112159",0,1,2,1,2,2,-0.12,4,276,5,"third","4","2",0,1,0,0,0
"112163",1,1,2,1,3,3,-0.12,2,276,5,"third","4","2",0,1,0,0,0
"112177",1,0,2,3,3,3,0.04,6,276,5,"fourth","4","2",0,1,0,0,0
"112182",0,1,3,2,3,3,-0.36,1,276,4,"third","3","2",0,1,0,0,0
"112185",0,0,1,2,3,3,0.04,8,276,5,"second","4","2",0,1,0,0,0
"112203",0,1,2,2,3,3,-0.12,1,276,4,"fourth","4","2",0,1,0,0,0
"112224",0,1,2,1,2,2,0.04,1,276,4,"fourth","3","2",0,1,0,0,0
"112243",1,0,1,1,3,3,-0.04,7,276,3,"third","4","2",0,1,0,0,0
"112257",1,0,1,3,2,2,0.12,2,276,2,"third","4","2",0,1,0,0,0
"112306",0,1,2,1,3,3,-0.68,0,276,2,"first","2","1",0,1,0,0,0
"112309",1,1,2,1,3,3,-0.36,2,276,2,"first","2","1",0,1,0,0,0
"112334",1,1,2,2,2,2,-0.12,3,276,2,"third","3","2",0,1,0,0,0
"112335",0,1,2,1,3,3,-0.12,6,276,2,"third","3","2",0,1,0,0,0
"112342",0,1,3,1,3,3,-0.04,4,276,5,"third","3","2",0,1,0,0,0
"112352",1,1,2,1,1,1,-0.12,5,276,5,"third","3","2",0,1,0,0,0
"112356",0,1,2,1,3,3,-0.12,2,276,5,"third","3","2",0,1,0,0,0
"112365",1,0,1,3,3,2,0.36,0,276,5,"third","4","2",0,1,0,0,0
"112372",1,0,1,1,2,3,0.28,9,276,1,"first","4","2",0,1,0,0,0
"112388",0,1,2,2,2,3,-0.2,0,276,5,"third","4","2",0,1,0,0,0
"112391",1,1,2,3,3,1,-0.04,2,276,5,"third","4","2",0,1,0,0,0
"112436",0,0,1,5,3,1,0.92,3,276,3,"first","2","1",0,1,0,0,0
"112446",0,1,2,2,3,3,-0.2,0,276,5,"second","3","2",0,1,0,0,0
"112450",1,1,2,2,2,3,-0.28,0,276,5,"second","3","2",0,1,0,0,0
"112454",0,1,2,3,3,3,-0.76,0,276,4,"third","4","2",0,1,0,0,0
"112458",1,1,2,2,1,3,-0.76,2,276,4,"third","4","2",0,1,0,0,0
"112496",1,0,1,1,3,3,-0.36,2,276,5,"fourth","3","2",0,1,0,0,0
"112501",0,1,2,1,3,3,0.68,0,276,2,"fourth","3","2",0,1,0,0,0
"112533",1,1,2,1,3,3,0.28,3,276,5,"first","4","2",0,1,0,0,0
"112537",0,1,2,1,3,3,0.36,6,276,5,"first","4","2",0,1,0,0,0
"112541",1,1,3,2,3,3,0.12,5,276,4,"fourth","4","2",0,1,0,0,0
"112620",0,0,1,1,4,3,-0.36,4,276,1,"second","2","1",0,1,0,0,0
"112631",0,1,2,1,3,3,-0.12,2,276,4,"third","3","2",0,1,0,0,0
"112652",0,1,2,1,1,3,0.36,1,276,5,"fourth","4","2",0,1,0,0,0
"112655",1,1,2,1,3,3,-0.12,2,276,5,"fourth","4","2",0,1,0,0,0
"112690",1,1,3,2,2,2,-0.36,2,276,5,"fourth","3","2",0,1,0,0,0
"112694",0,1,3,1,3,3,-0.36,4,276,5,"fourth","3","2",0,1,0,0,0
"112746",1,0,1,3,2,2,-0.28,3,276,5,"second","2","1",0,1,0,0,0
"112750",0,1,2,1,3,3,-0.12,1,276,2,"second","1","1",0,1,0,0,0
"112754",1,1,2,3,3,3,0.04,1,276,2,"second","1","1",0,1,0,0,0
"112762",0,0,1,1,3,3,-0.2,0,276,4,"second","4","2",0,1,0,0,0
"112785",1,0,1,3,2,2,0.52,2,276,3,"fourth","3","2",0,1,0,0,0
"112795",0,1,2,3,1,1,0.44,3,276,4,"fourth","4","2",0,1,0,0,0
"112813",0,0,1,1,2,4,-0.12,3,276,1,"second","2","1",0,1,0,0,0
"112814",1,0,1,4,3,2,0.2,1,276,5,"third","3","2",0,1,0,0,0
"112860",0,1,2,1,3,3,-0.12,1,276,5,"second","3","2",0,1,0,0,0
"112871",0,1,2,1,3,2,0.28,0,276,4,"fourth","4","2",0,1,0,0,0
"112905",0,0,1,1,3,3,-0.36,5,276,5,"second","2","1",0,1,0,0,0
"112908",0,0,1,1,3,3,-0.12,0,276,5,"first","4","2",0,1,0,0,0
"112923",1,1,2,2,3,3,0.04,0,276,5,"fourth","4","2",0,1,0,0,0
"112926",0,1,2,2,3,1,0.76,0,276,5,"fourth","4","2",0,1,0,0,0
"112930",0,1,2,2,3,3,-0.04,0,276,3,"third","2","1",0,1,0,0,0
"113010",0,1,2,1,3,3,-0.36,2,276,5,"second","2","1",0,1,0,0,0
"113011",1,1,2,3,4,2,-0.12,6,276,5,"second","2","1",0,1,0,0,0
"113013",0,0,2,5,3,3,0.04,3,276,1,"fourth","2","1",0,1,0,0,0
"113014",1,0,2,5,2,3,0.04,5,276,1,"fourth","2","1",0,1,0,0,0
"113079",1,1,2,1,3,3,-0.04,4,276,4,"third","4","2",0,1,0,0,0
"113125",1,1,2,1,3,3,-0.36,2,276,1,"third","4","2",0,1,0,0,0
"113129",0,1,2,1,2,2,-0.12,0,276,1,"third","4","2",0,1,0,0,0
"113137",0,1,2,5,2,3,0.68,1,276,5,"fourth","3","2",0,1,0,0,0
"113164",1,0,1,1,3,3,-0.28,3,276,4,"fourth","4","2",0,1,0,0,0
"113168",0,1,2,2,1,3,0.2,0,276,5,"third","4","2",0,1,0,0,0
"113171",1,1,2,1,4,3,-0.2,2,276,5,"third","4","2",0,1,0,0,0
"113195",0,1,2,2,2,2,-0.12,2,276,2,"first","2","1",0,1,0,0,0
"113213",1,0,1,3,3,3,0.04,3,276,4,"second","4","2",0,1,0,0,0
"113216",1,0,3,4,3,3,-0.36,2,276,3,"second","4","2",0,1,0,0,0
"113218",1,1,4,2,3,3,-0.04,4,276,5,"fourth","3","2",0,1,0,0,0
"113235",0,0,1,1,3,3,-0.28,2,276,1,"second","3","2",0,1,0,0,0
"113239",1,0,1,1,4,3,-0.36,1,276,4,"fourth","2","1",0,1,0,0,0
"113288",0,1,2,1,2,2,0.04,0,276,4,"third","3","2",0,1,0,0,0
"113290",0,1,2,3,3,3,-0.36,0,276,4,"second","4","2",0,1,0,0,0
"113294",1,1,2,3,3,3,-0.12,0,276,4,"second","4","2",0,1,0,0,0
"113309",1,1,2,1,3,2,-0.36,0,276,4,"fourth","4","2",0,1,0,0,0
"113320",1,1,2,3,3,1,0.12,0,276,3,"fourth","4","2",0,1,0,0,0
"113324",0,1,2,3,4,4,0.44,0,276,3,"fourth","4","2",0,1,0,0,0
"113349",0,1,2,2,3,4,0.2,0,276,5,"fourth","4","2",0,1,0,0,0
"113353",0,1,2,3,3,3,0.28,0,276,3,"fourth","4","2",0,1,0,0,0
"113357",1,1,2,1,1,1,-0.04,5,276,3,"fourth","4","2",0,1,0,0,0
"113365",0,0,2,1,3,3,-0.36,4,276,3,"third","2","1",0,1,0,0,0
"113406",0,0,2,2,3,2,0.44,1,276,4,"fourth","3","2",0,1,0,0,0
